,callback_prior_session,callback_within_session,claim_certainty=absolute,claim_certainty=hedged,concrete_dated_prediction,disengagement_signal,emotional_disclosure,ending_type=abrupt_trail_off,ending_type=open_thread,ending_type=resolved_closed,enthusiastic_engagement,n_astro_messages,n_sessions,n_user_messages,neutral_factual,pushback_disagreement,reframe,repair_after_pushback=defer,repair_after_pushback=none_of_above,repair_after_pushback=offer_options,repair_after_pushback=repeat,self_correction,specific_open_thread_named,specificity=generic_broad,specificity=personalized_specific,validation,wall_hit
baseline_returned,0.04812290161766202,0.3744531488452538,0.9163202360198471,0.08367976398015288,0.051683792857869566,0.031047295169721014,0.25020467283833997,0.40028490028490027,0.46296296296296297,0.13675213675213677,0.06889602619812331,19665.0,703.0,16599.0,0.5227659172491971,0.06366899678821085,0.09965408485095127,0.051194539249146756,0.6853242320819113,0.06484641638225255,0.19863481228668942,0.005799165734052294,0.013734866212229118,0.046413502109704644,0.9535864978902954,0.09507579611354156,0.09259259259259259
baseline_not_returned,0.005479452054794521,0.4246575342465753,0.972972972972973,0.02702702702702703,0.030136986301369864,0.027586206896551724,0.17586206896551723,0.76,0.16,0.08,0.013793103448275862,365.0,25.0,337.0,0.5862068965517241,0.04482758620689655,0.07671232876712329,,0.2727272727272727,,0.7272727272727273,0.0,0.00821917808219178,0.05325443786982249,0.9467455621301775,0.0410958904109589,0.04
Sitara-1,0.033502772643253236,0.6039741219963032,0.9255846917080085,0.0744153082919915,0.07948243992606285,0.02380322665961386,0.2290399365247289,0.475,0.375,0.15,0.201533985718064,4328.0,160.0,3926.0,0.37265273737106586,0.07722824649563607,0.1598890942698706,0.16890080428954424,0.6246648793565683,0.03485254691689008,0.17158176943699732,0.006700554528650647,0.048290203327171904,0.03400309119010819,0.9659969088098919,0.13424214417744917,0.16875
Sitara-2,0.02736318407960199,0.5012437810945274,0.9070567986230637,0.09294320137693632,0.0861318407960199,0.04157043879907621,0.19584295612009237,0.47058823529411764,0.37815126050420167,0.15126050420168066,0.23187066974595844,3216.0,119.0,2275.0,0.29145496535796767,0.10300230946882218,0.1654228855721393,0.046357615894039736,0.652317880794702,0.019867549668874173,0.2814569536423841,0.00777363184079602,0.12002487562189054,0.044017607042817125,0.9559823929571829,0.08737562189054726,0.226890756302521
