,callback_prior_session,callback_within_session,claim_certainty=absolute,claim_certainty=hedged,concrete_dated_prediction,disengagement_signal,emotional_disclosure,ending_type=abrupt_trail_off,ending_type=open_thread,ending_type=resolved_closed,enthusiastic_engagement,n_astro_messages,n_sessions,n_user_messages,neutral_factual,pushback_disagreement,reframe,repair_after_pushback=defer,repair_after_pushback=none_of_above,repair_after_pushback=offer_options,repair_after_pushback=repeat,self_correction,specific_open_thread_named,specificity=generic_broad,specificity=personalized_specific,validation,wall_hit
Sitara-1,0.033502772643253236,0.6039741219963032,0.9255846917080085,0.0744153082919915,0.07948243992606285,0.02380322665961386,0.2290399365247289,0.475,0.375,0.15,0.201533985718064,4328.0,160.0,3926.0,0.37265273737106586,0.07722824649563607,0.1598890942698706,0.16890080428954424,0.6246648793565683,0.03485254691689008,0.17158176943699732,0.006700554528650647,0.048290203327171904,0.03400309119010819,0.9659969088098919,0.13424214417744917,0.16875
Sitara-2,0.02736318407960199,0.5012437810945274,0.9070567986230637,0.09294320137693632,0.0861318407960199,0.04157043879907621,0.19584295612009237,0.47058823529411764,0.37815126050420167,0.15126050420168066,0.23187066974595844,3216.0,119.0,2275.0,0.29145496535796767,0.10300230946882218,0.1654228855721393,0.046357615894039736,0.652317880794702,0.019867549668874173,0.2814569536423841,0.00777363184079602,0.12002487562189054,0.044017607042817125,0.9559823929571829,0.08737562189054726,0.226890756302521
