,callback_prior_session,callback_within_session,claim_certainty=absolute,claim_certainty=hedged,concrete_dated_prediction,disengagement_signal,emotional_disclosure,ending_type=abrupt_trail_off,ending_type=open_thread,ending_type=resolved_closed,enthusiastic_engagement,n_astro_messages,n_sessions,n_user_messages,neutral_factual,pushback_disagreement,reframe,repair_after_pushback=defer,repair_after_pushback=none_of_above,repair_after_pushback=offer_options,repair_after_pushback=repeat,self_correction,specific_open_thread_named,specificity=generic_broad,specificity=personalized_specific,validation,wall_hit
baseline_returned,0.04597701149425287,0.31089217296113847,0.9142461964038727,0.08575380359612725,0.05035577449370553,0.023408924652523776,0.2677395757132407,0.45,0.43333333333333335,0.11666666666666667,0.09070958302852963,1827.0,60.0,1429.0,0.47988295537673736,0.03950256035113387,0.10673234811165845,0.0821917808219178,0.5342465753424658,0.0958904109589041,0.2876712328767123,0.003284072249589491,0.0049261083743842365,0.0262891809908999,0.9737108190091001,0.07389162561576355,0.05
baseline_not_returned,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,
Sitara-1,0.10581583198707593,0.5815831987075929,0.9253208868144691,0.07467911318553092,0.07269789983844911,0.024456521739130436,0.18840579710144928,0.5625,0.375,0.0625,0.2708333333333333,1238.0,48.0,1147.0,0.401268115942029,0.09510869565217392,0.1704361873990307,0.096,0.664,0.04,0.2,0.008885298869143781,0.06381260096930533,0.03340080971659919,0.9665991902834008,0.10016155088852989,0.25
Sitara-2,0.12914485165794065,0.49912739965095987,0.8926940639269406,0.10730593607305935,0.1012216404886562,0.012106537530266344,0.1791767554479419,0.5,0.2777777777777778,0.2222222222222222,0.3196125907990315,573.0,18.0,430.0,0.25907990314769974,0.10411622276029056,0.18848167539267016,0.05084745762711865,0.6779661016949152,,0.2711864406779661,0.006980802792321117,0.14136125654450263,0.02666666666666667,0.9733333333333334,0.09773123909249563,0.2222222222222222
