,callback_prior_session,callback_within_session,claim_certainty=absolute,claim_certainty=hedged,concrete_dated_prediction,disengagement_signal,emotional_disclosure,ending_type=abrupt_trail_off,ending_type=open_thread,ending_type=resolved_closed,enthusiastic_engagement,n_astro_messages,n_sessions,n_user_messages,neutral_factual,pushback_disagreement,reframe,repair_after_pushback=defer,repair_after_pushback=none_of_above,repair_after_pushback=offer_options,repair_after_pushback=repeat,self_correction,specific_open_thread_named,specificity=generic_broad,specificity=personalized_specific,validation,wall_hit
baseline_returned,0.002109704641350211,0.2737341772151899,0.9376590330788804,0.062340966921119595,0.03639240506329114,0.033846153846153845,0.20461538461538462,0.3,0.65,0.05,0.09923076923076923,1896.0,60.0,1354.0,0.5176923076923077,0.03230769230769231,0.07067510548523206,0.047619047619047616,0.6190476190476191,0.09523809523809523,0.23809523809523808,0.004746835443037975,0.012130801687763712,0.05828220858895705,0.941717791411043,0.06329113924050633,0.03333333333333333
baseline_not_returned,0.0,0.3686868686868687,0.9818181818181818,0.01818181818181818,0.03535353535353535,0.023952095808383235,0.11976047904191617,0.76,0.16,0.08,0.011976047904191617,198.0,25.0,190.0,0.7305389221556886,0.03592814371257485,0.06565656565656566,,0.5,,0.5,0.0,0.010101010101010102,0.02531645569620253,0.9746835443037974,0.04040404040404041,0.04
Sitara-1,0.0,0.6347284676582498,0.9257854821235103,0.07421451787648971,0.08163265306122448,0.02004008016032064,0.2533066132264529,0.41,0.39,0.2,0.16993987975951905,2891.0,100.0,2586.0,0.36472945891783565,0.06372745490981964,0.15980629539951574,0.20179372197309417,0.6098654708520179,0.03587443946188341,0.15246636771300448,0.00588031822898651,0.04116222760290557,0.034236804564907276,0.9657631954350927,0.15392597717052922,0.1
Sitara-2,0.0,0.5022900763358779,0.9110396570203644,0.08896034297963558,0.07977099236641222,0.048906789413118525,0.19735327963176064,0.47,0.4,0.13,0.21288837744533948,2620.0,100.0,1830.0,0.30149597238204834,0.10299194476409666,0.15763358778625955,0.045454545454545456,0.6487603305785123,0.02066115702479339,0.28512396694214875,0.00801526717557252,0.11603053435114503,0.04829965500246427,0.9517003449975358,0.08511450381679389,0.23
