,callback_prior_session,callback_within_session,claim_certainty=absolute,claim_certainty=hedged,concrete_dated_prediction,disengagement_signal,emotional_disclosure,ending_type=abrupt_trail_off,ending_type=open_thread,ending_type=resolved_closed,enthusiastic_engagement,n_astro_messages,n_sessions,n_user_messages,neutral_factual,pushback_disagreement,reframe,repair_after_pushback=defer,repair_after_pushback=none_of_above,repair_after_pushback=offer_options,repair_after_pushback=repeat,self_correction,specific_open_thread_named,specificity=generic_broad,specificity=personalized_specific,validation,wall_hit
baseline_returned,0.04812290161766202,0.3744531488452538,0.9163202360198471,0.08367976398015288,0.051683792857869566,0.031047295169721014,0.25020467283833997,0.40028490028490027,0.46296296296296297,0.13675213675213677,0.06889602619812331,19665.0,703.0,16599.0,0.5227659172491971,0.06366899678821085,0.09965408485095127,0.051194539249146756,0.6853242320819113,0.06484641638225255,0.19863481228668942,0.005799165734052294,0.013734866212229118,0.046413502109704644,0.9535864978902954,0.09507579611354156,0.09259259259259259
baseline_not_returned,0.005479452054794521,0.4246575342465753,0.972972972972973,0.02702702702702703,0.030136986301369864,0.027586206896551724,0.17586206896551723,0.76,0.16,0.08,0.013793103448275862,365.0,25.0,337.0,0.5862068965517241,0.04482758620689655,0.07671232876712329,,0.2727272727272727,,0.7272727272727273,0.0,0.00821917808219178,0.05325443786982249,0.9467455621301775,0.0410958904109589,0.04
