session_id,source_group,arc_cluster,returned
Human_Astro::conversation_3258729_2041.csv::s11,baseline_returned,0,True
Human_Astro::conversation_3258729_2041.csv::s12,baseline_returned,3,True
Human_Astro::conversation_3258729_2041.csv::s13,baseline_returned,1,True
Human_Astro::conversation_3258729_2041.csv::s14,baseline_returned,1,True
Human_Astro::conversation_3258729_2041.csv::s15,baseline_returned,1,True
Human_Astro::conversation_3258729_2041.csv::s16,baseline_returned,3,True
Human_Astro::conversation_3258729_2041.csv::s17,baseline_returned,1,True
Human_Astro::conversation_3258729_2041.csv::s18,baseline_returned,1,True
Human_Astro::conversation_3258729_2041.csv::s19,baseline_returned,3,True
Human_Astro::conversation_3258729_2041.csv::s2,baseline_returned,1,True
Human_Astro::conversation_3258729_2041.csv::s3,baseline_returned,0,True
Human_Astro::conversation_3258729_2041.csv::s4,baseline_returned,1,True
Human_Astro::conversation_3258729_2041.csv::s5,baseline_returned,2,True
Human_Astro::conversation_3258729_2041.csv::s6,baseline_returned,1,True
Human_Astro::conversation_3258729_2041.csv::s7,baseline_returned,3,True
Human_Astro::conversation_3258729_2041.csv::s8,baseline_returned,3,True
Human_Astro::conversation_3274321_3667.csv::s1,baseline_returned,1,True
Human_Astro::conversation_3274321_3667.csv::s2,baseline_returned,1,True
Human_Astro::conversation_3274321_3667.csv::s3,baseline_returned,1,True
Human_Astro::conversation_3274321_3667.csv::s4,baseline_returned,1,True
Human_Astro::conversation_3274321_3667.csv::s5,baseline_returned,3,True
Human_Astro::conversation_3274321_3667.csv::s6,baseline_returned,3,True
Human_Astro::conversation_3274321_3667.csv::s7,baseline_returned,1,True
Human_Astro::conversation_3274321_3667.csv::s8,baseline_returned,2,True
Human_Astro::conversation_3283278_321.csv::s1,baseline_returned,1,True
Human_Astro::conversation_3283278_321.csv::s10,baseline_returned,3,True
Human_Astro::conversation_3283278_321.csv::s11,baseline_returned,3,True
Human_Astro::conversation_3283278_321.csv::s12,baseline_returned,0,True
Human_Astro::conversation_3283278_321.csv::s13,baseline_returned,3,True
Human_Astro::conversation_3283278_321.csv::s2,baseline_returned,1,True
Human_Astro::conversation_3283278_321.csv::s3,baseline_returned,1,True
Human_Astro::conversation_3283278_321.csv::s4,baseline_returned,1,True
Human_Astro::conversation_3283278_321.csv::s5,baseline_returned,1,True
Human_Astro::conversation_3283278_321.csv::s6,baseline_returned,1,True
Human_Astro::conversation_3283278_321.csv::s7,baseline_returned,3,True
Human_Astro::conversation_3283278_321.csv::s8,baseline_returned,1,True
Human_Astro::conversation_3283278_321.csv::s9,baseline_returned,1,True
Human_Astro::conversation_3289400_670.csv::s1,baseline_returned,0,True
Human_Astro::conversation_3289400_670.csv::s2,baseline_returned,0,True
Human_Astro::conversation_3289400_670.csv::s3,baseline_returned,0,True
Human_Astro::conversation_3289400_670.csv::s4,baseline_returned,2,True
Human_Astro::conversation_3289400_670.csv::s5,baseline_returned,0,True
Human_Astro::conversation_3289400_670.csv::s6,baseline_returned,1,True
Human_Astro::conversation_3289400_670.csv::s7,baseline_returned,0,True
Human_Astro::conversation_3289400_670.csv::s8,baseline_returned,1,True
