session_id,source_group,arc_cluster,returned
Human_Astro::conversation_3395760_1031.csv::s14,baseline_returned,1,True
Human_Astro::conversation_3395760_1031.csv::s15,baseline_returned,0,True
Human_Astro::conversation_3395760_1031.csv::s16,baseline_returned,0,True
Human_Astro::conversation_3395760_1031.csv::s17,baseline_returned,0,True
Human_Astro::conversation_3395760_1031.csv::s18,baseline_returned,1,True
Human_Astro::conversation_3395760_1031.csv::s19,baseline_returned,1,True
Human_Astro::conversation_3395760_1031.csv::s2,baseline_returned,0,True
Human_Astro::conversation_3395760_1031.csv::s20,baseline_returned,1,True
Human_Astro::conversation_3395760_1031.csv::s3,baseline_returned,2,True
Human_Astro::conversation_3395760_1031.csv::s4,baseline_returned,2,True
Human_Astro::conversation_3395760_1031.csv::s5,baseline_returned,1,True
Human_Astro::conversation_3395760_1031.csv::s6,baseline_returned,2,True
Human_Astro::conversation_3395760_1031.csv::s7,baseline_returned,3,True
Human_Astro::conversation_3395760_1031.csv::s8,baseline_returned,1,True
Human_Astro::conversation_3395760_1031.csv::s9,baseline_returned,1,True
Human_Astro::conversation_3428129_1844.csv::s1,baseline_returned,1,True
Human_Astro::conversation_3428129_1844.csv::s10,baseline_returned,1,True
Human_Astro::conversation_3428129_1844.csv::s11,baseline_returned,0,True
Human_Astro::conversation_3428129_1844.csv::s12,baseline_returned,3,True
Human_Astro::conversation_3428129_1844.csv::s13,baseline_returned,1,True
Human_Astro::conversation_3428129_1844.csv::s14,baseline_returned,1,True
Human_Astro::conversation_3428129_1844.csv::s15,baseline_returned,1,True
Human_Astro::conversation_3428129_1844.csv::s16,baseline_returned,1,True
Human_Astro::conversation_3428129_1844.csv::s17,baseline_returned,0,True
Human_Astro::conversation_3428129_1844.csv::s18,baseline_returned,2,True
Human_Astro::conversation_3428129_1844.csv::s19,baseline_returned,2,True
Human_Astro::conversation_3428129_1844.csv::s2,baseline_returned,0,True
Human_Astro::conversation_3428129_1844.csv::s20,baseline_returned,2,True
Human_Astro::conversation_3428129_1844.csv::s21,baseline_returned,1,True
Human_Astro::conversation_3428129_1844.csv::s22,baseline_returned,0,True
Human_Astro::conversation_3428129_1844.csv::s23,baseline_returned,1,True
Human_Astro::conversation_3428129_1844.csv::s24,baseline_returned,1,True
Human_Astro::conversation_3428129_1844.csv::s25,baseline_returned,3,True
Human_Astro::conversation_3428129_1844.csv::s3,baseline_returned,1,True
Human_Astro::conversation_3428129_1844.csv::s4,baseline_returned,3,True
Human_Astro::conversation_3428129_1844.csv::s5,baseline_returned,0,True
Human_Astro::conversation_3428129_1844.csv::s6,baseline_returned,3,True
Human_Astro::conversation_3428129_1844.csv::s7,baseline_returned,2,True
Human_Astro::conversation_3428129_1844.csv::s8,baseline_returned,0,True
Human_Astro::conversation_3428129_1844.csv::s9,baseline_returned,1,True
Human_Astro::conversation_3428988_546.csv::s1,baseline_returned,1,True
Human_Astro::conversation_3428988_546.csv::s10,baseline_returned,1,True
Human_Astro::conversation_3428988_546.csv::s11,baseline_returned,3,True
Human_Astro::conversation_3428988_546.csv::s12,baseline_returned,3,True
Human_Astro::conversation_3428988_546.csv::s13,baseline_returned,3,True
Human_Astro::conversation_3428988_546.csv::s2,baseline_returned,1,True
Human_Astro::conversation_3428988_546.csv::s3,baseline_returned,1,True
Human_Astro::conversation_3428988_546.csv::s4,baseline_returned,1,True
Human_Astro::conversation_3428988_546.csv::s5,baseline_returned,3,True
Human_Astro::conversation_3428988_546.csv::s6,baseline_returned,0,True
Human_Astro::conversation_3428988_546.csv::s7,baseline_returned,1,True
Human_Astro::conversation_3428988_546.csv::s8,baseline_returned,1,True
Human_Astro::conversation_3428988_546.csv::s9,baseline_returned,1,True
Human_Astro::conversation_3460845_3788.csv::s1,baseline_returned,0,True
Human_Astro::conversation_3460845_3788.csv::s10,baseline_returned,1,True
Human_Astro::conversation_3460845_3788.csv::s11,baseline_returned,3,True
Human_Astro::conversation_3460845_3788.csv::s12,baseline_returned,1,True
Human_Astro::conversation_3460845_3788.csv::s13,baseline_returned,1,True
Human_Astro::conversation_3460845_3788.csv::s14,baseline_returned,3,True
Human_Astro::conversation_3460845_3788.csv::s15,baseline_returned,1,True
Human_Astro::conversation_3460845_3788.csv::s16,baseline_returned,1,True
Human_Astro::conversation_3460845_3788.csv::s17,baseline_returned,1,True
Human_Astro::conversation_3460845_3788.csv::s18,baseline_returned,1,True
Human_Astro::conversation_3460845_3788.csv::s19,baseline_returned,1,True
Human_Astro::conversation_3460845_3788.csv::s2,baseline_returned,1,True
Human_Astro::conversation_3460845_3788.csv::s21,baseline_returned,0,True
Human_Astro::conversation_3460845_3788.csv::s22,baseline_returned,1,True
Human_Astro::conversation_3460845_3788.csv::s3,baseline_returned,3,True
Human_Astro::conversation_3460845_3788.csv::s4,baseline_returned,0,True
Human_Astro::conversation_3460845_3788.csv::s5,baseline_returned,0,True
Human_Astro::conversation_3460845_3788.csv::s6,baseline_returned,1,True
Human_Astro::conversation_3460845_3788.csv::s7,baseline_returned,1,True
Human_Astro::conversation_3460845_3788.csv::s8,baseline_returned,1,True
Human_Astro::conversation_3460845_3788.csv::s9,baseline_returned,0,True
Human_Astro::conversation_3475164_2462.csv::s1,baseline_returned,0,True
Human_Astro::conversation_3475164_2462.csv::s10,baseline_returned,1,True
Human_Astro::conversation_3475164_2462.csv::s11,baseline_returned,1,True
Human_Astro::conversation_3475164_2462.csv::s12,baseline_returned,2,True
Human_Astro::conversation_3475164_2462.csv::s13,baseline_returned,0,True
Human_Astro::conversation_3475164_2462.csv::s14,baseline_returned,1,True
Human_Astro::conversation_3475164_2462.csv::s15,baseline_returned,0,True
Human_Astro::conversation_3475164_2462.csv::s2,baseline_returned,1,True
Human_Astro::conversation_3475164_2462.csv::s3,baseline_returned,1,True
Human_Astro::conversation_3475164_2462.csv::s4,baseline_returned,1,True
Human_Astro::conversation_3475164_2462.csv::s5,baseline_returned,3,True
Human_Astro::conversation_3475164_2462.csv::s6,baseline_returned,1,True
Human_Astro::conversation_3475164_2462.csv::s7,baseline_returned,2,True
Human_Astro::conversation_3475164_2462.csv::s8,baseline_returned,1,True
Human_Astro::conversation_3475164_2462.csv::s9,baseline_returned,3,True
Human_Astro::conversation_3540611_1747.csv::s1,baseline_returned,1,True
Human_Astro::conversation_3540611_1747.csv::s10,baseline_returned,2,True
Human_Astro::conversation_3540611_1747.csv::s11,baseline_returned,0,True
Human_Astro::conversation_3540611_1747.csv::s12,baseline_returned,0,True
Human_Astro::conversation_3540611_1747.csv::s13,baseline_returned,0,True
Human_Astro::conversation_3540611_1747.csv::s14,baseline_returned,1,True
Human_Astro::conversation_3540611_1747.csv::s15,baseline_returned,1,True
Human_Astro::conversation_3540611_1747.csv::s2,baseline_returned,1,True
Human_Astro::conversation_3540611_1747.csv::s3,baseline_returned,1,True
Human_Astro::conversation_3540611_1747.csv::s4,baseline_returned,1,True
Human_Astro::conversation_3540611_1747.csv::s5,baseline_returned,1,True
Human_Astro::conversation_3540611_1747.csv::s6,baseline_returned,1,True
Human_Astro::conversation_3540611_1747.csv::s7,baseline_returned,1,True
Human_Astro::conversation_3540611_1747.csv::s8,baseline_returned,1,True
Human_Astro::conversation_3540611_1747.csv::s9,baseline_returned,1,True
Human_Astro::conversation_3547075_658.csv::s1,baseline_returned,1,True
Human_Astro::conversation_3547075_658.csv::s2,baseline_returned,1,True
Human_Astro::conversation_3547075_658.csv::s3,baseline_returned,3,True
Human_Astro::conversation_3547075_658.csv::s4,baseline_returned,1,True
Human_Astro::conversation_3547075_658.csv::s5,baseline_returned,0,True
Human_Astro::conversation_3547075_658.csv::s6,baseline_returned,3,True
Human_Astro::conversation_3547075_658.csv::s7,baseline_returned,3,True
Human_Astro::conversation_3547075_658.csv::s8,baseline_returned,1,True
Human_Astro::conversation_3547075_658.csv::s9,baseline_returned,1,True
Human_Astro::conversation_3552969_680.csv::s1,baseline_returned,1,True
Human_Astro::conversation_3552969_680.csv::s11,baseline_returned,2,True
Human_Astro::conversation_3552969_680.csv::s2,baseline_returned,0,True
Human_Astro::conversation_3552969_680.csv::s3,baseline_returned,1,True
Human_Astro::conversation_3552969_680.csv::s4,baseline_returned,1,True
Human_Astro::conversation_3552969_680.csv::s5,baseline_returned,1,True
Human_Astro::conversation_3552969_680.csv::s6,baseline_returned,2,True
Human_Astro::conversation_3552969_680.csv::s7,baseline_returned,0,True
Human_Astro::conversation_3552969_680.csv::s8,baseline_returned,0,True
Human_Astro::conversation_3552969_680.csv::s9,baseline_returned,2,True
Human_Astro::conversation_3568670_1747.csv::s1,baseline_returned,2,True
Human_Astro::conversation_3568670_1747.csv::s10,baseline_returned,2,True
Human_Astro::conversation_3568670_1747.csv::s11,baseline_returned,1,True
Human_Astro::conversation_3568670_1747.csv::s12,baseline_returned,1,True
Human_Astro::conversation_3568670_1747.csv::s13,baseline_returned,0,True
Human_Astro::conversation_3568670_1747.csv::s14,baseline_returned,0,True
Human_Astro::conversation_3568670_1747.csv::s15,baseline_returned,1,True
Human_Astro::conversation_3568670_1747.csv::s16,baseline_returned,1,True
Human_Astro::conversation_3568670_1747.csv::s17,baseline_returned,2,True
Human_Astro::conversation_3568670_1747.csv::s2,baseline_returned,0,True
Human_Astro::conversation_3568670_1747.csv::s3,baseline_returned,0,True
Human_Astro::conversation_3568670_1747.csv::s4,baseline_returned,2,True
Human_Astro::conversation_3568670_1747.csv::s5,baseline_returned,2,True
Human_Astro::conversation_3568670_1747.csv::s6,baseline_returned,1,True
Human_Astro::conversation_3568670_1747.csv::s7,baseline_returned,1,True
Human_Astro::conversation_3568670_1747.csv::s8,baseline_returned,1,True
Human_Astro::conversation_3568670_1747.csv::s9,baseline_returned,1,True
Human_Astro::conversation_3596060_2005.csv::s1,baseline_returned,0,True
Human_Astro::conversation_3596060_2005.csv::s11,baseline_returned,3,True
Human_Astro::conversation_3596060_2005.csv::s12,baseline_returned,3,True
Human_Astro::conversation_3596060_2005.csv::s13,baseline_returned,3,True
Human_Astro::conversation_3596060_2005.csv::s2,baseline_returned,0,True
Human_Astro::conversation_3596060_2005.csv::s3,baseline_returned,2,True
Human_Astro::conversation_3596060_2005.csv::s4,baseline_returned,1,True
Human_Astro::conversation_3596060_2005.csv::s5,baseline_returned,1,True
Human_Astro::conversation_3596060_2005.csv::s6,baseline_returned,0,True
Human_Astro::conversation_3596060_2005.csv::s7,baseline_returned,1,True
Human_Astro::conversation_3596060_2005.csv::s8,baseline_returned,1,True
Human_Astro::conversation_3596060_2005.csv::s9,baseline_returned,3,True
Human_Astro::conversation_3607008_1041.csv::s1,baseline_returned,0,True
Human_Astro::conversation_3607008_1041.csv::s10,baseline_returned,1,True
Human_Astro::conversation_3607008_1041.csv::s11,baseline_returned,1,True
Human_Astro::conversation_3607008_1041.csv::s2,baseline_returned,2,True
Human_Astro::conversation_3607008_1041.csv::s3,baseline_returned,0,True
Human_Astro::conversation_3607008_1041.csv::s4,baseline_returned,3,True
Human_Astro::conversation_3607008_1041.csv::s5,baseline_returned,1,True
Human_Astro::conversation_3607008_1041.csv::s6,baseline_returned,2,True
Human_Astro::conversation_3607008_1041.csv::s7,baseline_returned,0,True
Human_Astro::conversation_3607008_1041.csv::s8,baseline_returned,0,True
Human_Astro::conversation_3607008_1041.csv::s9,baseline_returned,1,True
Human_Astro::conversation_3630862_1330.csv::s1,baseline_returned,1,True
Human_Astro::conversation_3630862_1330.csv::s10,baseline_returned,2,True
Human_Astro::conversation_3630862_1330.csv::s2,baseline_returned,1,True
Human_Astro::conversation_3630862_1330.csv::s3,baseline_returned,1,True
Human_Astro::conversation_3630862_1330.csv::s4,baseline_returned,1,True
Human_Astro::conversation_3630862_1330.csv::s5,baseline_returned,1,True
Human_Astro::conversation_3630862_1330.csv::s6,baseline_returned,1,True
Human_Astro::conversation_3630862_1330.csv::s7,baseline_returned,2,True
Human_Astro::conversation_3630862_1330.csv::s8,baseline_returned,1,True
Human_Astro::conversation_3630862_1330.csv::s9,baseline_returned,1,True
Human_Astro::conversation_3684647_765.csv::s1,baseline_returned,0,True
Human_Astro::conversation_3684647_765.csv::s10,baseline_returned,0,True
Human_Astro::conversation_3684647_765.csv::s11,baseline_returned,0,True
Human_Astro::conversation_3684647_765.csv::s12,baseline_returned,0,True
Human_Astro::conversation_3684647_765.csv::s2,baseline_returned,0,True
Human_Astro::conversation_3684647_765.csv::s4,baseline_returned,3,True
Human_Astro::conversation_3684647_765.csv::s5,baseline_returned,1,True
Human_Astro::conversation_3684647_765.csv::s6,baseline_returned,1,True
Human_Astro::conversation_3684647_765.csv::s8,baseline_returned,2,True
Human_Astro::conversation_3684647_765.csv::s9,baseline_returned,2,True
Human_Astro::conversation_3712530_4320.csv::s1,baseline_returned,1,True
Human_Astro::conversation_3712530_4320.csv::s10,baseline_returned,0,True
Human_Astro::conversation_3712530_4320.csv::s11,baseline_returned,1,True
Human_Astro::conversation_3712530_4320.csv::s12,baseline_returned,3,True
Human_Astro::conversation_3712530_4320.csv::s13,baseline_returned,2,True
Human_Astro::conversation_3712530_4320.csv::s2,baseline_returned,3,True
Human_Astro::conversation_3712530_4320.csv::s3,baseline_returned,1,True
Human_Astro::conversation_3712530_4320.csv::s5,baseline_returned,2,True
Human_Astro::conversation_3712530_4320.csv::s6,baseline_returned,0,True
Human_Astro::conversation_3712530_4320.csv::s7,baseline_returned,2,True
Human_Astro::conversation_3712530_4320.csv::s8,baseline_returned,3,True
Human_Astro::conversation_3712530_4320.csv::s9,baseline_returned,1,True
Human_Astro::conversation_3753418_2788.csv::s1,baseline_returned,2,True
Human_Astro::conversation_3753418_2788.csv::s10,baseline_returned,1,True
Human_Astro::conversation_3753418_2788.csv::s2,baseline_returned,2,True
Human_Astro::conversation_3753418_2788.csv::s3,baseline_returned,2,True
Human_Astro::conversation_3753418_2788.csv::s4,baseline_returned,2,True
Human_Astro::conversation_3753418_2788.csv::s5,baseline_returned,0,True
Human_Astro::conversation_3753418_2788.csv::s6,baseline_returned,2,True
Human_Astro::conversation_3753418_2788.csv::s7,baseline_returned,1,True
Human_Astro::conversation_3753418_2788.csv::s8,baseline_returned,0,True
Human_Astro::conversation_3753418_2788.csv::s9,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s1,baseline_returned,2,True
Human_Astro::conversation_3761643_2353.csv::s10,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s11,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s12,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s13,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s14,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s16,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s17,baseline_returned,2,True
Human_Astro::conversation_3761643_2353.csv::s18,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s19,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s2,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s20,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s21,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s22,baseline_returned,3,True
Human_Astro::conversation_3761643_2353.csv::s3,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s4,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s5,baseline_returned,1,True
Human_Astro::conversation_3761643_2353.csv::s6,baseline_returned,2,True
Human_Astro::conversation_3761643_2353.csv::s7,baseline_returned,0,True
Human_Astro::conversation_3761643_2353.csv::s8,baseline_returned,0,True
Human_Astro::conversation_3761643_2353.csv::s9,baseline_returned,0,True
Human_Astro::conversation_3775635_1691.csv::s1,baseline_returned,3,True
Human_Astro::conversation_3775635_1691.csv::s10,baseline_returned,3,True
Human_Astro::conversation_3775635_1691.csv::s11,baseline_returned,3,True
Human_Astro::conversation_3775635_1691.csv::s12,baseline_returned,3,True
Human_Astro::conversation_3775635_1691.csv::s13,baseline_returned,3,True
Human_Astro::conversation_3775635_1691.csv::s14,baseline_returned,3,True
Human_Astro::conversation_3775635_1691.csv::s2,baseline_returned,2,True
Human_Astro::conversation_3775635_1691.csv::s3,baseline_returned,0,True
Human_Astro::conversation_3775635_1691.csv::s4,baseline_returned,3,True
Human_Astro::conversation_3775635_1691.csv::s5,baseline_returned,1,True
Human_Astro::conversation_3775635_1691.csv::s6,baseline_returned,1,True
Human_Astro::conversation_3775635_1691.csv::s7,baseline_returned,3,True
Human_Astro::conversation_3775635_1691.csv::s8,baseline_returned,1,True
Human_Astro::conversation_3775635_1691.csv::s9,baseline_returned,1,True
Human_Astro::conversation_418962_1436.csv::s1,baseline_returned,2,True
Human_Astro::conversation_418962_1436.csv::s10,baseline_returned,1,True
Human_Astro::conversation_418962_1436.csv::s11,baseline_returned,1,True
Human_Astro::conversation_418962_1436.csv::s12,baseline_returned,1,True
Human_Astro::conversation_418962_1436.csv::s13,baseline_returned,3,True
Human_Astro::conversation_418962_1436.csv::s14,baseline_returned,1,True
Human_Astro::conversation_418962_1436.csv::s15,baseline_returned,1,True
Human_Astro::conversation_418962_1436.csv::s16,baseline_returned,1,True
Human_Astro::conversation_418962_1436.csv::s17,baseline_returned,1,True
Human_Astro::conversation_418962_1436.csv::s2,baseline_returned,0,True
Human_Astro::conversation_418962_1436.csv::s3,baseline_returned,1,True
Human_Astro::conversation_418962_1436.csv::s4,baseline_returned,1,True
Human_Astro::conversation_418962_1436.csv::s5,baseline_returned,0,True
Human_Astro::conversation_418962_1436.csv::s6,baseline_returned,1,True
Human_Astro::conversation_418962_1436.csv::s8,baseline_returned,3,True
Human_Astro::conversation_418962_1436.csv::s9,baseline_returned,0,True
Human_Single::conversation_1045860_285.csv::s1,baseline_returned,1,True
Human_Single::conversation_1045860_285.csv::s2,baseline_returned,3,True
Human_Single::conversation_1045860_285.csv::s3,baseline_returned,1,True
Human_Single::conversation_1185325_1883.csv::s1,baseline_returned,1,True
Human_Single::conversation_1185325_1883.csv::s2,baseline_returned,1,True
Human_Single::conversation_1185325_1883.csv::s3,baseline_returned,1,True
Human_Single::conversation_1185325_1883.csv::s7,baseline_returned,1,
Human_Single::conversation_1185325_1883.csv::s8,baseline_returned,1,
Human_Single::conversation_135782_168.csv::s1,baseline_returned,3,True
Human_Single::conversation_1377435_2442.csv::s1,baseline_returned,1,True
Human_Single::conversation_1377435_2442.csv::s3,baseline_returned,1,True
Human_Single::conversation_1521109_1849.csv::s2,baseline_returned,1,True
Human_Single::conversation_915999_60.csv::s1,baseline_returned,1,True
Human_Single::conversation_915999_60.csv::s2,baseline_returned,1,True
Human_Single::conversation_915999_60.csv::s5,baseline_returned,1,
Human_Single::conversation_915999_60.csv::s6,baseline_returned,1,
Human_Single::conversation_915999_60.csv::s7,baseline_returned,1,
Human_Single::conversation_922772_1004.csv::s1,baseline_returned,0,True
Human_Single::conversation_922772_1004.csv::s2,baseline_returned,3,True
Human_Single::conversation_924306_1947.csv::s1,baseline_returned,1,True
Human_Single::conversation_924306_1947.csv::s2,baseline_returned,1,True
Human_Single::conversation_924306_1947.csv::s3,baseline_returned,2,True
Human_Single::conversation_924427_1283.csv::s1,baseline_returned,3,True
Human_Single::conversation_924427_1283.csv::s2,baseline_returned,1,True
Human_Single::conversation_971120_1297.csv::s1,baseline_returned,1,True
Human_Single::conversation_971120_1297.csv::s2,baseline_returned,3,True
Human_Single::conversation_971120_1297.csv::s5,baseline_returned,1,
Human_Single::conversation_1014545_1300.csv::s1,baseline_not_returned,0,False
Human_Single::conversation_1028497_4.csv::s1,baseline_not_returned,3,False
Human_Single::conversation_1028497_4.csv::s3,baseline_not_returned,0,
Human_Single::conversation_1028497_4.csv::s5,baseline_not_returned,3,
Human_Single::conversation_1279776_4.csv::s1,baseline_not_returned,0,False
Human_Single::conversation_1393970_340.csv::s1,baseline_not_returned,0,False
Human_Single::conversation_1393970_340.csv::s4,baseline_not_returned,0,
Human_Single::conversation_1393970_340.csv::s5,baseline_not_returned,0,
Human_Single::conversation_244875_4.csv::s1,baseline_not_returned,2,False
Human_Single::conversation_656390_1004.csv::s5,baseline_not_returned,3,
Human_Single::conversation_742410_1961.csv::s1,baseline_not_returned,0,False
Human_Single::conversation_807936_1947.csv::s1,baseline_not_returned,0,False
Human_Single::conversation_807936_1947.csv::s4,baseline_not_returned,3,
Human_Single::conversation_807936_1947.csv::s5,baseline_not_returned,0,
Human_Single::conversation_824271_2078.csv::s1,baseline_not_returned,0,False
Human_Single::conversation_824271_2078.csv::s10,baseline_not_returned,0,
Human_Single::conversation_824271_2078.csv::s9,baseline_not_returned,1,
Human_Single::conversation_833669_4.csv::s1,baseline_not_returned,2,False
Sitara-1::conversation_1253527_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_1253527_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_135007_4336.csv::s1,Sitara-1,0,False
Sitara-1::conversation_1802400_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_1802400_4336.csv::s2,Sitara-1,2,True
Sitara-1::conversation_182120_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_182120_4336.csv::s2,Sitara-1,2,True
Sitara-1::conversation_182120_4336.csv::s3,Sitara-1,2,True
Sitara-1::conversation_182120_4336.csv::s4,Sitara-1,2,True
Sitara-1::conversation_2139311_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_2586574_4336.csv::s1,Sitara-1,1,True
Sitara-1::conversation_2586574_4336.csv::s2,Sitara-1,1,True
Sitara-1::conversation_2682414_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_2682414_4336.csv::s2,Sitara-1,1,True
Sitara-1::conversation_2682414_4336.csv::s3,Sitara-1,3,True
Sitara-1::conversation_2912362_4336.csv::s1,Sitara-1,1,False
Sitara-1::conversation_3026913_4336.csv::s1,Sitara-1,2,False
Sitara-1::conversation_3027647_4336.csv::s1,Sitara-1,2,False
Sitara-1::conversation_3078083_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_3078083_4336.csv::s2,Sitara-1,2,True
Sitara-1::conversation_3123002_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_3123002_4336.csv::s2,Sitara-1,3,True
Sitara-1::conversation_3126894_4336.csv::s1,Sitara-1,3,False
Sitara-1::conversation_3143252_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_3143252_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_3146919_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3146919_4336.csv::s2,Sitara-1,1,True
Sitara-1::conversation_3151823_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_3151823_4336.csv::s2,Sitara-1,1,True
Sitara-1::conversation_3151823_4336.csv::s3,Sitara-1,0,True
Sitara-1::conversation_3152344_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_3152344_4336.csv::s2,Sitara-1,3,True
Sitara-1::conversation_3188492_4336.csv::s1,Sitara-1,2,True
Sitara-1::conversation_3238192_4336.csv::s1,Sitara-1,0,False
Sitara-1::conversation_3264411_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_3264411_4336.csv::s2,Sitara-1,1,True
Sitara-1::conversation_3271307_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3271307_4336.csv::s2,Sitara-1,3,True
Sitara-1::conversation_3305426_4336.csv::s1,Sitara-1,3,False
Sitara-1::conversation_3323468_4336.csv::s1,Sitara-1,1,True
Sitara-1::conversation_3323468_4336.csv::s2,Sitara-1,1,True
Sitara-1::conversation_3323468_4336.csv::s3,Sitara-1,2,True
Sitara-1::conversation_3323468_4336.csv::s4,Sitara-1,2,True
Sitara-1::conversation_3355847_4336.csv::s1,Sitara-1,1,False
Sitara-1::conversation_3355943_4336.csv::s1,Sitara-1,3,False
Sitara-1::conversation_3370211_4336.csv::s1,Sitara-1,0,False
Sitara-1::conversation_3400356_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3400356_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_3411029_4336.csv::s1,Sitara-1,2,False
Sitara-1::conversation_3429656_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3429656_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_3436054_4336.csv::s1,Sitara-1,2,False
Sitara-1::conversation_3458672_4336.csv::s1,Sitara-1,0,False
Sitara-1::conversation_3460955_4336.csv::s1,Sitara-1,2,False
Sitara-1::conversation_3465322_4336.csv::s1,Sitara-1,1,False
Sitara-1::conversation_3470700_4336.csv::s1,Sitara-1,1,True
Sitara-1::conversation_3470700_4336.csv::s2,Sitara-1,2,True
Sitara-1::conversation_3473359_4336.csv::s1,Sitara-1,2,False
Sitara-1::conversation_3481489_4336.csv::s1,Sitara-1,0,False
Sitara-1::conversation_3485899_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3485899_4336.csv::s2,Sitara-1,1,True
Sitara-1::conversation_3499907_4336.csv::s1,Sitara-1,3,False
Sitara-1::conversation_3539097_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3539097_4336.csv::s2,Sitara-1,1,True
Sitara-1::conversation_3539097_4336.csv::s3,Sitara-1,1,True
Sitara-1::conversation_3541968_4336.csv::s1,Sitara-1,2,True
Sitara-1::conversation_3541968_4336.csv::s2,Sitara-1,2,True
Sitara-1::conversation_3542954_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3542954_4336.csv::s2,Sitara-1,3,True
Sitara-1::conversation_3542954_4336.csv::s3,Sitara-1,0,True
Sitara-1::conversation_3543871_4336.csv::s1,Sitara-1,0,False
Sitara-1::conversation_3546001_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_3546001_4336.csv::s2,Sitara-1,2,True
Sitara-1::conversation_3547345_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3547345_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_3547345_4336.csv::s3,Sitara-1,2,True
Sitara-1::conversation_3552080_4336.csv::s1,Sitara-1,2,True
Sitara-1::conversation_3552080_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_3555463_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_3555463_4336.csv::s2,Sitara-1,2,True
Sitara-1::conversation_3556062_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3556062_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_3557997_4336.csv::s1,Sitara-1,1,True
Sitara-1::conversation_3557997_4336.csv::s2,Sitara-1,1,True
Sitara-1::conversation_3561703_4336.csv::s1,Sitara-1,1,True
Sitara-1::conversation_3561703_4336.csv::s2,Sitara-1,3,True
Sitara-1::conversation_3565128_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_3565128_4336.csv::s2,Sitara-1,3,True
Sitara-1::conversation_3567422_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3567422_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_3569286_4336.csv::s1,Sitara-1,3,False
Sitara-1::conversation_3573213_4336.csv::s1,Sitara-1,3,False
Sitara-1::conversation_3574193_4336.csv::s1,Sitara-1,1,False
Sitara-1::conversation_3576263_4336.csv::s1,Sitara-1,3,False
Sitara-1::conversation_3577422_4336.csv::s1,Sitara-1,3,False
Sitara-1::conversation_3577598_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3577598_4336.csv::s2,Sitara-1,1,True
Sitara-1::conversation_3577798_4336.csv::s1,Sitara-1,2,True
Sitara-1::conversation_3577798_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_3577987_4336.csv::s1,Sitara-1,3,False
Sitara-1::conversation_3580611_4336.csv::s1,Sitara-1,1,False
Sitara-1::conversation_3582827_4336.csv::s1,Sitara-1,2,False
