session_id,archetype,source_group,returned
Human_Single::conversation_1028497_4.csv::s3,archetype_6,unknown,
Sitara-2::conversation_5193850_4336.csv::s1,archetype_4,Sitara-2,True
Sitara-1::conversation_3561703_4336.csv::s2,archetype_4,Sitara-1,True
Human_Astro::conversation_418962_1436.csv::s9,archetype_4,baseline_returned,True
Human_Astro::conversation_3395760_1031.csv::s13,archetype_4,baseline_returned,True
Human_Astro::conversation_3460845_3788.csv::s19,archetype_4,baseline_returned,True
Sitara-1::conversation_3561703_4336.csv::s1,archetype_4,Sitara-1,True
Human_Astro::conversation_3064704_1747.csv::s2,archetype_2,baseline_returned,True
Human_Astro::conversation_3079187_926.csv::s4,archetype_4,baseline_returned,True
Sitara-1::conversation_3641432_4336.csv::s1,archetype_4,Sitara-1,False
Human_Astro::conversation_1851096_2048.csv::s9,archetype_6,baseline_returned,True
Sitara-2::conversation_3922798_4336.csv::s1,archetype_4,Sitara-2,False
Sitara-1::conversation_3611235_4336.csv::s1,archetype_4,Sitara-1,True
Human_Astro::conversation_3475164_2462.csv::s7,archetype_4,baseline_returned,True
Human_Astro::conversation_2725383_4463.csv::s6,archetype_4,baseline_returned,True
Sitara-1::conversation_2682414_4336.csv::s3,archetype_4,Sitara-1,True
Human_Astro::conversation_3428129_1844.csv::s5,archetype_4,baseline_returned,True
Sitara-1::conversation_3547345_4336.csv::s3,archetype_4,Sitara-1,True
Human_Astro::conversation_3274321_3667.csv::s2,archetype_4,baseline_returned,True
Human_Astro::conversation_3540611_1747.csv::s7,archetype_4,baseline_returned,True
Human_Single::conversation_924427_1283.csv::s1,archetype_4,baseline_returned,True
Human_Astro::conversation_3283278_321.csv::s12,archetype_3,baseline_returned,True
Human_Astro::conversation_3395760_1031.csv::s5,archetype_4,baseline_returned,True
Human_Single::conversation_656390_1004.csv::s7,archetype_1,unknown,
Human_Astro::conversation_1851096_2048.csv::s3,archetype_4,baseline_returned,True
Human_Astro::conversation_2946836_3183.csv::s9,archetype_4,baseline_returned,True
Human_Astro::conversation_3308505_2019.csv::s9,archetype_4,baseline_returned,True
Human_Astro::conversation_3753418_2788.csv::s4,archetype_2,baseline_returned,True
Human_Astro::conversation_3217935_1737.csv::s5,archetype_2,baseline_returned,True
Human_Astro::conversation_3596060_2005.csv::s7,archetype_4,baseline_returned,True
Human_Astro::conversation_3460845_3788.csv::s4,archetype_4,baseline_returned,True
Human_Astro::conversation_3371122_1117.csv::s12,archetype_2,baseline_returned,True
Human_Astro::conversation_2678448_3177.csv::s12,archetype_4,baseline_returned,True
Sitara-2::conversation_5272159_4336.csv::s2,archetype_4,Sitara-2,True
Human_Astro::conversation_2725383_4463.csv::s4,archetype_4,baseline_returned,True
Human_Astro::conversation_2850603_1238.csv::s9,archetype_4,baseline_returned,True
Sitara-1::conversation_182120_4336.csv::s2,archetype_4,Sitara-1,True
Human_Astro::conversation_3761643_2353.csv::s7,archetype_4,baseline_returned,True
Human_Astro::conversation_3289400_670.csv::s7,archetype_6,baseline_returned,True
