,user_pushback,user_disengaging,user_emotional_disclosure,user_enthusiastic,user_neutral_factual,user_neutral,astro_dated_prediction,astro_callback_prior,astro_callback_within,astro_reframe,astro_validation,astro_self_correction,astro_open_thread,astro_other
user_pushback,0.0684931506849315,0.010273972602739725,0.023972602739726026,0.017123287671232876,0.0410958904109589,0.02054794520547945,0.0821917808219178,0.023972602739726026,0.5513698630136986,0.02054794520547945,0.00684931506849315,0.010273972602739725,0.003424657534246575,0.11986301369863013
user_disengaging,0.011111111111111112,0.05555555555555555,0.011111111111111112,0.05555555555555555,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.022222222222222223,0.43333333333333335,0.06666666666666667,0.0,0.0,0.06666666666666667,0.14444444444444443
user_emotional_disclosure,0.006402048655569782,0.0012804097311139564,0.10243277848911651,0.023047375160051217,0.04353393085787452,0.019206145966709345,0.05377720870678617,0.010243277848911651,0.4980793854033291,0.04737516005121639,0.08066581306017925,0.0,0.006402048655569782,0.10755441741357234
user_enthusiastic,0.005563282336578581,0.0,0.01808066759388039,0.10848400556328233,0.04033379694019471,0.011126564673157162,0.10987482614742698,0.027816411682892908,0.4575799721835883,0.03337969401947149,0.004172461752433936,0.0,0.013908205841446454,0.16968011126564672
user_neutral_factual,0.00842911877394636,0.0038314176245210726,0.03601532567049808,0.027586206896551724,0.10421455938697317,0.029118773946360154,0.038314176245210725,0.031417624521072794,0.4114942528735632,0.034482758620689655,0.02528735632183908,0.0,0.012260536398467433,0.23754789272030652
user_neutral,0.01092896174863388,0.006830601092896175,0.02459016393442623,0.01366120218579235,0.06284153005464481,0.08879781420765027,0.0860655737704918,0.03278688524590164,0.38934426229508196,0.012295081967213115,0.00273224043715847,0.0,0.01092896174863388,0.2581967213114754
astro_dated_prediction,0.09337349397590361,0.03313253012048193,0.12650602409638553,0.15963855421686746,0.19578313253012047,0.14156626506024098,0.030120481927710843,0.0030120481927710845,0.12048192771084337,0.009036144578313253,0.006024096385542169,0.0,0.0,0.08132530120481928
astro_callback_prior,0.08,0.016,0.072,0.152,0.344,0.08,0.016,0.08,0.08,0.0,0.0,0.0,0.0,0.08
astro_callback_within,0.0608348134991119,0.020870337477797513,0.14964476021314388,0.1327708703374778,0.23845470692717585,0.10657193605683836,0.017761989342806393,0.0053285968028419185,0.19005328596802842,0.010657193605683837,0.0026642984014209592,0.0004440497335701599,0.003108348134991119,0.0608348134991119
astro_reframe,0.03680981595092025,0.006134969325153374,0.1656441717791411,0.19631901840490798,0.17791411042944785,0.1411042944785276,0.03067484662576687,0.006134969325153374,0.06134969325153374,0.03067484662576687,0.03067484662576687,0.0,0.024539877300613498,0.09202453987730061
astro_validation,0.02142857142857143,0.007142857142857143,0.22857142857142856,0.02142857142857143,0.2571428571428571,0.04285714285714286,0.02142857142857143,0.0,0.03571428571428571,0.03571428571428571,0.11428571428571428,0.0,0.0,0.21428571428571427
astro_self_correction,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
astro_open_thread,0.1111111111111111,0.0,0.12698412698412698,0.30158730158730157,0.20634920634920634,0.07936507936507936,0.0,0.0,0.07936507936507936,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616
astro_other,0.04470802919708029,0.008211678832116789,0.14507299270072993,0.1332116788321168,0.2892335766423358,0.11587591240875912,0.020072992700729927,0.002737226277372263,0.07846715328467153,0.010036496350364963,0.010036496350364963,0.0,0.009124087591240875,0.1332116788321168
