,user_pushback,user_disengaging,user_emotional_disclosure,user_enthusiastic,user_neutral_factual,user_neutral,astro_dated_prediction,astro_callback_prior,astro_callback_within,astro_reframe,astro_validation,astro_self_correction,astro_open_thread,astro_other
user_pushback,0.1320754716981132,0.018867924528301886,0.09433962264150944,0.018867924528301886,0.1509433962264151,0.018867924528301886,0.03773584905660377,0.018867924528301886,0.16981132075471697,0.09433962264150944,0.0,0.0,0.0,0.24528301886792453
user_disengaging,0.0,0.16666666666666666,0.06666666666666667,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.1,0.03333333333333333,0.03333333333333333,0.0,0.0,0.43333333333333335
user_emotional_disclosure,0.011730205278592375,0.0,0.2697947214076246,0.008797653958944282,0.07624633431085044,0.02932551319648094,0.01466275659824047,0.02346041055718475,0.16129032258064516,0.05278592375366569,0.08211143695014662,0.0,0.0,0.2697947214076246
user_enthusiastic,0.0,0.0,0.07964601769911504,0.18584070796460178,0.061946902654867256,0.017699115044247787,0.02654867256637168,0.017699115044247787,0.21238938053097345,0.061946902654867256,0.008849557522123894,0.0,0.0,0.3274336283185841
user_neutral_factual,0.00631911532385466,0.00315955766192733,0.08846761453396525,0.017377567140600316,0.2037914691943128,0.03317535545023697,0.036334913112164295,0.03949447077409163,0.1627172195892575,0.018957345971563982,0.01263823064770932,0.0,0.0,0.37756714060031593
user_neutral,0.013157894736842105,0.0043859649122807015,0.04824561403508772,0.008771929824561403,0.15350877192982457,0.2236842105263158,0.03508771929824561,0.03508771929824561,0.17105263157894737,0.008771929824561403,0.013157894736842105,0.0,0.0,0.2850877192982456
astro_dated_prediction,0.04395604395604396,0.01098901098901099,0.06593406593406594,0.02197802197802198,0.23076923076923078,0.054945054945054944,0.0989010989010989,0.0,0.13186813186813187,0.01098901098901099,0.0,0.0,0.01098901098901099,0.31868131868131866
astro_callback_prior,0.02531645569620253,0.012658227848101266,0.06329113924050633,0.0379746835443038,0.35443037974683544,0.02531645569620253,0.02531645569620253,0.1518987341772152,0.0759493670886076,0.02531645569620253,0.0,0.0,0.0,0.20253164556962025
astro_callback_within,0.024096385542168676,0.008032128514056224,0.07630522088353414,0.04618473895582329,0.23293172690763053,0.07630522088353414,0.030120481927710843,0.012048192771084338,0.3273092369477912,0.010040160642570281,0.006024096385542169,0.0,0.0,0.15060240963855423
astro_reframe,0.0,0.0,0.21794871794871795,0.07692307692307693,0.15384615384615385,0.02564102564102564,0.038461538461538464,0.02564102564102564,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.23076923076923078
astro_validation,0.0,0.03225806451612903,0.11290322580645161,0.03225806451612903,0.2903225806451613,0.0,0.0,0.0,0.08064516129032258,0.016129032258064516,0.0967741935483871,0.0,0.0,0.3387096774193548
astro_self_correction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
astro_open_thread,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
astro_other,0.018292682926829267,0.014227642276422764,0.09552845528455285,0.042682926829268296,0.24796747967479674,0.049796747967479675,0.02032520325203252,0.013211382113821139,0.08231707317073171,0.01524390243902439,0.012195121951219513,0.003048780487804878,0.0020325203252032522,0.383130081300813
