,user_pushback,user_disengaging,user_emotional_disclosure,user_enthusiastic,user_neutral_factual,user_neutral,astro_dated_prediction,astro_callback_prior,astro_callback_within,astro_reframe,astro_validation,astro_self_correction,astro_open_thread,astro_other
user_pushback,0.07547169811320754,0.012578616352201259,0.025157232704402517,0.006289308176100629,0.031446540880503145,0.025157232704402517,0.09433962264150944,0.0,0.5723270440251572,0.025157232704402517,0.006289308176100629,0.012578616352201259,0.0,0.11320754716981132
user_disengaging,0.02,0.1,0.0,0.06,0.06,0.08,0.04,0.0,0.36,0.06,0.0,0.0,0.04,0.18
user_emotional_disclosure,0.008532423208191127,0.0017064846416382253,0.1075085324232082,0.015358361774744027,0.04607508532423208,0.01877133105802048,0.04948805460750853,0.0,0.5341296928327645,0.034129692832764506,0.08873720136518772,0.0,0.0034129692832764505,0.09215017064846416
user_enthusiastic,0.002544529262086514,0.0,0.02544529262086514,0.10941475826972011,0.02544529262086514,0.017811704834605598,0.12468193384223919,0.0,0.4732824427480916,0.03816793893129771,0.007633587786259542,0.0,0.007633587786259542,0.16793893129770993
user_neutral_factual,0.005847953216374269,0.004678362573099415,0.0456140350877193,0.021052631578947368,0.11228070175438597,0.03625730994152047,0.03625730994152047,0.0,0.4421052631578947,0.0304093567251462,0.029239766081871343,0.0,0.00935672514619883,0.22690058479532163
user_neutral,0.01303538175046555,0.00931098696461825,0.024208566108007448,0.01675977653631285,0.05772811918063315,0.0893854748603352,0.0893854748603352,0.0,0.41899441340782123,0.01303538175046555,0.0037243947858473,0.0,0.0111731843575419,0.2532588454376164
astro_dated_prediction,0.084070796460177,0.022123893805309734,0.12389380530973451,0.1902654867256637,0.16371681415929204,0.15486725663716813,0.035398230088495575,0.0,0.13274336283185842,0.004424778761061947,0.008849557522123894,0.0,0.0,0.07964601769911504
astro_callback_prior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
astro_callback_within,0.047530864197530866,0.014197530864197531,0.16790123456790124,0.10246913580246914,0.2382716049382716,0.12098765432098765,0.018518518518518517,0.0,0.21419753086419754,0.011111111111111112,0.0030864197530864196,0.0006172839506172839,0.0030864197530864196,0.05802469135802469
astro_reframe,0.04,0.01,0.16,0.15,0.18,0.14,0.03,0.0,0.09,0.04,0.04,0.0,0.03,0.09
astro_validation,0.00909090909090909,0.0,0.24545454545454545,0.01818181818181818,0.21818181818181817,0.05454545454545454,0.01818181818181818,0.0,0.045454545454545456,0.03636363636363636,0.11818181818181818,0.0,0.0,0.23636363636363636
astro_self_correction,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
astro_open_thread,0.08571428571428572,0.0,0.08571428571428572,0.2857142857142857,0.2,0.08571428571428572,0.0,0.0,0.11428571428571428,0.0,0.0,0.0,0.08571428571428572,0.05714285714285714
astro_other,0.034139402560455195,0.005689900426742532,0.15789473684210525,0.10953058321479374,0.2958748221906117,0.13229018492176386,0.02702702702702703,0.0,0.08961593172119488,0.00995732574679943,0.007112375533428165,0.0,0.007112375533428165,0.12375533428165007
