,user_pushback,user_disengaging,user_emotional_disclosure,user_enthusiastic,user_neutral_factual,user_neutral,astro_dated_prediction,astro_callback_prior,astro_callback_within,astro_reframe,astro_validation,astro_self_correction,astro_open_thread,astro_other
user_pushback,-0.13617084437168006,-0.007551803392239498,-0.07133058367928899,-0.010030090270812437,-0.06478178931413074,-0.020649392122556006,0.010268473582181522,-0.015692818365410133,0.2717299881707904,-0.008199486351430973,0.031273191772627294,0.006962591811308365,0.02242152466367713,-0.008248962133035886
user_disengaging,0.012672322375397664,-0.1794803817603393,-0.04565217391304348,0.04008483563096501,-0.08128313891834571,-0.009066808059384944,0.03706256627783669,0.0013255567338282086,0.18844114528101802,0.035737009544008484,0.03138918345705197,0.0,0.09103923647932131,-0.12226935312831388
user_emotional_disclosure,-0.008021024213059271,-0.004062681369704005,-0.18370427853169607,-0.003087768264132979,-0.07348855862847006,-0.021648613927889034,0.02482767840257716,0.009331776950315299,0.27189804821744146,0.037351562143374185,0.028448551324773225,0.0,0.01569316647863995,-0.09353785858216987
user_enthusiastic,-0.004459308807134894,0.0048021579058504585,-0.04555806070018414,-0.040585613506892174,-0.0743505734207939,-0.02772082547164456,0.023688375145029708,-0.01807336970712513,0.24572290073042746,0.0007924128175611361,-0.02360436576322523,0.0,0.03127873631725576,-0.07193246553912455
user_neutral_factual,-0.007798911152856049,-0.007138384470882906,-0.045865294301815906,-0.0034278682251443655,-0.1775014349822584,0.005007218395602871,0.061815122103944894,-0.019605336394628817,0.23102214221109024,0.03347487476518472,-0.0022492259792666804,-0.0008766437069505323,0.028119129618033815,-0.09497538788005289
user_neutral,-0.007352202038837247,-0.004365346862508573,-0.0560628503512382,-0.00516952860758296,-0.12878290640743634,-0.14015453889637883,0.08312489652073132,-0.008442430048014385,0.19256457106364863,-0.0034458596466330794,0.004021647863005275,-0.0008041817450743868,0.01614202677452163,0.05872670238179711
astro_dated_prediction,0.03036541430777149,0.008840180436559595,0.06742908177166904,0.06934394962308135,-0.0527080621234598,0.09452484030153491,-0.061389300959704525,-0.011118343374405861,-0.07551239744482456,-0.015538433592685658,-0.005396445763071054,0.0,0.03021404135509067,-0.07905452453755563
astro_callback_prior,0.033428683605362046,-0.014134275618374558,0.0850860956868024,0.03051208704918952,-0.23332772449380224,0.07986987492287845,0.03640136855684559,0.007347579785742325,-0.08424476975713725,0.05698580963598631,0.008805878063828593,0.0,0.013517303269953446,-0.020247910707274663
astro_callback_within,0.021048740954744904,0.011333780933585617,-0.00043268024387431436,0.1162170318677816,-0.10250283141068678,0.07176964863380196,-0.010539290485781908,-0.008956074138878152,-0.09660637626904844,0.002784277023865231,-0.004120635049812482,0.0007246376811594203,0.04279906139583461,-0.04351929089269123
astro_reframe,0.020345472740721404,0.041056433015707265,0.04329286864203977,0.10817560805812992,-0.0495670713135796,0.10204063873297656,-0.005717269285993996,-0.012269938650306749,-0.06856372101118217,-0.11013357699168952,-0.017447678719053214,0.0,0.002184223121437584,-0.05339598833920725
astro_validation,0.06900316628452888,-0.012403100775193798,-0.011092914073588811,0.023779888634130365,-0.14521235942788513,0.0033628125341194463,0.00801397532481712,0.00801397532481712,0.08374276667758489,-0.002707719183316956,-0.07415656731084179,-0.0015503875968992248,0.03915274593296211,0.012053717654765816
astro_self_correction,-0.03225806451612903,0.0,-0.03225806451612903,0.0,-0.25806451612903225,0.30107526881720426,0.0,0.0,0.6021505376344085,-0.06451612903225806,0.0,0.0,0.0,-0.5161290322580645
astro_open_thread,0.03794278938787609,0.020601748925448346,-0.004298206610345329,0.3277012005335705,-0.22802727137987255,0.08418556395435009,-0.009559804357492221,0.0,0.04246331702979102,-0.01282051282051282,-0.01282051282051282,0.0,-0.06536238328145844,-0.18000592856084185
astro_other,0.04019453385337976,0.0033873334444038325,-0.008750391439040772,0.07594719801441424,-0.1009594928428156,0.0549912991257316,0.020063322853430654,-0.011376279607097615,-0.010604909780559751,0.00732547942440143,-0.010223764821101537,-0.002008032128514056,0.03789414981551951,-0.0958804459121517
